antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'办公'}),"frozenset({'服装', '电子产品'})",0.1367248888888889,0.2224253629629629,0.0265163555555555,0.19393949244386902,0.8719306551212094,1.0,-0.003894727481626385,0.9646603818794456,-0.1454035773855736,0.07971633634094778,-0.03663425883801949,0.15657705719206624
frozenset({'电子产品'}),"frozenset({'服装', '办公'})",0.4842086518518518,0.0618516148148148,0.0265163555555555,0.05476225064162717,0.8853810980616537,1.0,-0.0034327314687859975,0.9924999142512031,-0.20063144637406094,0.051037756363743886,-0.007556762112624886,0.24173571925458634
"frozenset({'办公', '食品'})",frozenset({'电子产品'}),0.0615144592592592,0.4842086518518518,0.0263621925925925,0.4285527810865775,0.8850580828070319,1.0,-0.003423640794729059,0.9026054044481989,-0.12156012051577028,0.05075890705791048,-0.10790384709843664,0.24149832523174436
"frozenset({'办公', '电子产品'})",frozenset({'食品'}),0.0614391407407407,0.4846506962962963,0.0263621925925925,0.42907814586527177,0.8853348383573771,1.0,-0.0034143297472536277,0.9026617215148496,-0.12126106149709079,0.05072309097733677,-0.10783472497515119,0.2417361788008958
"frozenset({'食品', '电子产品'})",frozenset({'办公'}),0.2212783703703703,0.1367248888888889,0.0263621925925925,0.1191358764458908,0.8713547139373284,1.0,-0.0038920680098107827,0.9800320935174087,-0.15937461690656743,0.07949013328644612,-0.020374747535996364,0.1559739137802415
frozenset({'办公'}),"frozenset({'食品', '电子产品'})",0.1367248888888889,0.2212783703703703,0.0263621925925925,0.19281195111459223,0.8713547139373286,1.0,-0.0038920680098107827,0.9647338444925128,-0.14604441550373706,0.07949013328644612,-0.036555321147708535,0.1559739137802415
frozenset({'食品'}),"frozenset({'办公', '电子产品'})",0.4846506962962963,0.0614391407407407,0.0263621925925925,0.05439421173651981,0.885334838357377,1.0,-0.0034143297472536277,0.9925498245763086,-0.20084213069125884,0.05072309097733677,-0.007506097164312781,0.2417361788008958
frozenset({'电子产品'}),"frozenset({'办公', '食品'})",0.4842086518518518,0.0615144592592592,0.0263621925925925,0.054443869376911216,0.8850580828070319,1.0,-0.003423640794729059,0.992522294918982,-0.2011417912078114,0.05075890705791048,-0.007534042428365182,0.24149832523174436
"frozenset({'服装', '办公'})",frozenset({'食品'}),0.0618516148148148,0.4846506962962963,0.0265217185185185,0.42879589478666247,0.8847524579321219,1.0,-0.00345470966853181,0.9022156861271633,-0.12191938126369088,0.051005208456497905,-0.10838241384672008,0.24175963151057034
"frozenset({'服装', '食品'})",frozenset({'办公'}),0.2226465777777777,0.1367248888888889,0.0265217185185185,0.11912026128238844,0.871240505298146,1.0,-0.003919610089639515,0.9800147207016824,-0.15974701587381637,0.07968075285042411,-0.02039283581782145,0.15654948910420122
"frozenset({'办公', '食品'})",frozenset({'服装'}),0.0615144592592592,0.4872140740740741,0.0265217185185185,0.4311460888689586,0.8849212529180939,1.0,-0.003448991791648825,0.9014369346716163,-0.121703745523414,0.05078776792279825,-0.10933994552185645,0.24279077061462065
frozenset({'服装'}),"frozenset({'办公', '食品'})",0.4872140740740741,0.0615144592592592,0.0265217185185185,0.05443545236028269,0.8849212529180939,1.0,-0.003448991791648825,0.9925134599043006,-0.20229929834374763,0.05078776792279825,-0.007543011151124496,0.24279077061462065
frozenset({'办公'}),"frozenset({'服装', '食品'})",0.1367248888888889,0.2226465777777777,0.0265217185185185,0.193978716926014,0.8712405052981461,1.0,-0.003919610089639515,0.9644328736054824,-0.14617147953624465,0.07968075285042411,-0.03687879931088589,0.15654948910420122
frozenset({'食品'}),"frozenset({'服装', '办公'})",0.4846506962962963,0.0618516148148148,0.0265217185185185,0.05472336823447823,0.8847524579321218,1.0,-0.00345470966853181,0.9924590893916176,-0.2017624541140766,0.051005208456497905,-0.007598208015813504,0.24175963151057034
frozenset({'服装'}),frozenset({'母婴'}),0.4872140740740741,0.1348494222222222,0.0609954962962962,0.1251923939434941,0.9283865802345521,1.0,-0.004705040091127662,0.9889609690040757,-0.13075849601297979,0.10871319750243498,-0.011162251435505147,0.28875770100763376
frozenset({'母婴'}),frozenset({'服装'}),0.1348494222222222,0.4872140740740741,0.0609954962962962,0.45232300807177345,0.9283865802345522,1.0,-0.004705040091127662,0.9362926204377178,-0.08186190800085717,0.10871319750243498,-0.06804216777069032,0.28875770100763376
frozenset({'母婴'}),frozenset({'食品'}),0.1348494222222222,0.4846506962962963,0.0606384296296296,0.44967511636573276,0.9278334268415435,1.0,-0.004716436745523654,0.9364455779291865,-0.08248718888611621,0.10850346487373111,-0.06786771550713593,0.2873964589468897
frozenset({'食品'}),frozenset({'母婴'}),0.4846506962962963,0.1348494222222222,0.0606384296296296,0.1251178015280466,0.9278334268415434,1.0,-0.004716436745523654,0.988876650237972,-0.13113449037935343,0.10850346487373111,-0.011248470432941514,0.2873964589468897
frozenset({'母婴'}),frozenset({'电子产品'}),0.1348494222222222,0.4842086518518518,0.0606143703703703,0.44949670062717917,0.9283119971278557,1.0,-0.004680886566853067,0.9369450623380108,-0.08194622246379447,0.10854159509430296,-0.06729843637218685,0.2873395185409139
frozenset({'电子产品'}),frozenset({'母婴'}),0.4842086518518518,0.1348494222222222,0.0606143703703703,0.12518233645464855,0.9283119971278557,1.0,-0.004680886566853067,0.9889495992474636,-0.130222657981918,0.10854159509430296,-0.011173876566556194,0.2873395185409139
frozenset({'母婴'}),frozenset({'家居'}),0.1348494222222222,0.2510897777777778,0.0308953777777777,0.22911019764596638,0.9124632618406949,1.0,-0.002963933681461802,0.9714880388030905,-0.09981897873793062,0.08701849136369495,-0.029348751665576118,0.17607767065209418
frozenset({'家居'}),frozenset({'母婴'}),0.2510897777777778,0.1348494222222222,0.0308953777777777,0.12304514365822197,0.9124632618406949,1.0,-0.002963933681461802,0.9865394683903778,-0.11355285527451228,0.08701849136369495,-0.013644189655771435,0.17607767065209418
frozenset({'母婴'}),frozenset({'玩具'}),0.1348494222222222,0.2003952,0.0245672592592592,0.18218290337776985,0.9091180995241894,1.0,-0.0024559176768474654,0.9777305993021532,-0.10358021907953913,0.0790764380930707,-0.02277662242926774,0.15238847691518576
frozenset({'玩具'}),frozenset({'母婴'}),0.2003952,0.1348494222222222,0.0245672592592592,0.12259405045260166,0.9091180995241895,1.0,-0.0024559176768474654,0.9860322673034729,-0.11112741571577973,0.0790764380930707,-0.01416559392597257,0.15238847691518576
"frozenset({'服装', '母婴'})",frozenset({'食品'}),0.0609954962962962,0.4846506962962963,0.0261466962962962,0.42866601444283836,0.8844844704004488,1.0,-0.003414813454641917,0.9020105870319232,-0.12210293008012571,0.05033055177667284,-0.10863443775145941,0.24130779184064022
"frozenset({'服装', '食品'})",frozenset({'母婴'}),0.2226465777777777,0.1348494222222222,0.0261466962962962,0.11743587778112212,0.8708667478574449,1.0,-0.0038770660767921787,0.9802693719326362,-0.16019418365797294,0.07890976683529376,-0.02012776144220865,0.15566568944602252
"frozenset({'母婴', '食品'})",frozenset({'服装'}),0.0606384296296296,0.4872140740740741,0.0261466962962962,0.43119019499674194,0.885011780121905,1.0,-0.0033972000490096847,0.9015068330669666,-0.12150909341570067,0.0501177022088962,-0.10925393277159681,0.24242795977352866
frozenset({'服装'}),"frozenset({'母婴', '食品'})",0.4872140740740741,0.0606384296296296,0.0261466962962962,0.053665724550315354,0.8850117801219048,1.0,-0.0033972000490096847,0.992631879389552,-0.2021558328753431,0.0501177022088962,-0.007422812790356173,0.24242795977352866
frozenset({'母婴'}),"frozenset({'服装', '食品'})",0.1348494222222222,0.2226465777777777,0.0261466962962962,0.1938955011109229,0.8708667478574449,1.0,-0.0038770660767921787,0.9643333132286475,-0.14631600004076498,0.07890976683529376,-0.036985849479717996,0.15566568944602252
frozenset({'食品'}),"frozenset({'服装', '母婴'})",0.4846506962962963,0.0609954962962962,0.0261466962962962,0.053949569238442074,0.8844844704004488,1.0,-0.003414813454641917,0.9925522711805308,-0.20218564363347166,0.05033055177667284,-0.007503613699468919,0.24130779184064022
"frozenset({'母婴', '食品'})",frozenset({'电子产品'}),0.0606384296296296,0.4842086518518518,0.0259708444444444,0.42829018830254034,0.8845157695232173,1.0,-0.003390807816931931,0.9021908275751217,-0.12202935385380762,0.05005209834381107,-0.10841295370710692,0.24096291777453582
"frozenset({'母婴', '电子产品'})",frozenset({'食品'}),0.0606143703703703,0.4846506962962963,0.0259708444444444,0.42846018668107044,0.8840597773930088,1.0,-0.0034059523611171573,0.9016857473341572,-0.1225048569026197,0.05001181090231862,-0.10903383241501806,0.2410234567287587
"frozenset({'食品', '电子产品'})",frozenset({'母婴'}),0.2212783703703703,0.1348494222222222,0.0259708444444444,0.1173672980371965,0.8703581825051026,1.0,-0.0038684159502749282,0.9801932059098322,-0.16056532461975115,0.0786621168814256,-0.020207030584121224,0.15497936915022145
frozenset({'母婴'}),"frozenset({'食品', '电子产品'})",0.1348494222222222,0.2212783703703703,0.0259708444444444,0.1925914402632464,0.8703581825051024,1.0,-0.0038684159502749282,0.9644703666301521,-0.14688082280046882,0.0786621168814256,-0.036838491465516085,0.15497936915022145
frozenset({'食品'}),"frozenset({'母婴', '电子产品'})",0.4846506962962963,0.0606143703703703,0.0259708444444444,0.05358672677644695,0.8840597773930088,1.0,-0.0034059523611171573,0.9925744452315354,-0.20285589893331632,0.05001181090231862,-0.007481106131774794,0.2410234567287587
frozenset({'电子产品'}),"frozenset({'母婴', '食品'})",0.4842086518518518,0.0606384296296296,0.0259708444444444,0.05363564724653128,0.8845157695232173,1.0,-0.003390807816931931,0.9926003316135866,-0.2019979858906028,0.05005209834381107,-0.00745483166863774,0.24096291777453582
"frozenset({'服装', '母婴'})",frozenset({'电子产品'}),0.0609954962962962,0.4842086518518518,0.0261442074074074,0.4286252099730016,0.8852076647819658,1.0,-0.003390339623256803,0.9027198209493565,-0.1213441526688753,0.05036837820714405,-0.10776342425752607,0.2413094454058315
"frozenset({'服装', '电子产品'})",frozenset({'母婴'}),0.2224253629629629,0.1348494222222222,0.0261442074074074,0.11754148474407927,0.8716498951725525,1.0,-0.003849724275716209,0.9803866842702249,-0.159219017299473,0.07895437377865122,-0.020005693717040602,0.15570926452723144
"frozenset({'母婴', '电子产品'})",frozenset({'服装'}),0.0606143703703703,0.4872140740740741,0.0261442074074074,0.43132028341891826,0.8852787847695509,1.0,-0.0033879669281755564,0.901713057410961,-0.12122629279428615,0.050115003581278024,-0.10900024323840335,0.24249044977998557
frozenset({'服装'}),"frozenset({'母婴', '电子产品'})",0.4872140740740741,0.0606143703703703,0.0261442074074074,0.05366061614105289,0.8852787847695509,1.0,-0.0033879669281755564,0.9926519445899401,-0.20173256032438822,0.050115003581278024,-0.007402449015596558,0.24249044977998557
frozenset({'母婴'}),"frozenset({'服装', '电子产品'})",0.1348494222222222,0.2224253629629629,0.0261442074074074,0.19387704431038358,0.8716498951725526,1.0,-0.003849724275716209,0.9645856522865585,-0.14544604942729197,0.07895437377865122,-0.03671457027117451,0.15570926452723144
frozenset({'电子产品'}),"frozenset({'服装', '母婴'})",0.4842086518518518,0.0609954962962962,0.0261442074074074,0.0539936808386614,0.8852076647819658,1.0,-0.003390339623256803,0.9925985531853084,-0.20090549534502583,0.05036837820714405,-0.0074566367147523,0.2413094454058315
frozenset({'食品'}),frozenset({'运动户外'}),0.4846506962962963,0.1329980148148148,0.0597740148148148,0.12333421837956325,0.9273387918706356,1.0,-0.004683565671210324,0.9889766469299294,-0.13197580622817026,0.10714595089480067,-0.011146221808462677,0.2863848047811165
frozenset({'运动户外'}),frozenset({'食品'}),0.1329980148148148,0.4846506962962963,0.0597740148148148,0.4494353911826698,0.9273387918706357,1.0,-0.004683565671210324,0.9360378336172523,-0.08288359104772712,0.10714595089480067,-0.06833288579327025,0.2863848047811165
frozenset({'服装'}),frozenset({'运动户外'}),0.4872140740740741,0.1329980148148148,0.0601825777777777,0.12352389017528213,0.9287649168844787,1.0,-0.004615926863912274,0.9891906641455095,-0.13011148494121794,0.10746322574746839,-0.010927454378906711,0.28801561459381886
frozenset({'运动户外'}),frozenset({'服装'}),0.1329980148148148,0.4872140740740741,0.0601825777777777,0.4525073390123556,0.9287649168844786,1.0,-0.004615926863912274,0.9366078533379616,-0.08127441503199351,0.10746322574746839,-0.06768269819232905,0.28801561459381886
frozenset({'电子产品'}),frozenset({'运动户外'}),0.4842086518518518,0.1329980148148148,0.0597490666666666,0.12339528927902634,0.9277979784197591,1.0,-0.004649722785787486,0.9890455465064857,-0.13109711167956525,0.10718136530323849,-0.011075782639341235,0.28632154880026567
frozenset({'运动户外'}),frozenset({'电子产品'}),0.1329980148148148,0.4842086518518518,0.0597490666666666,0.449247808321505,0.9277979784197591,1.0,-0.004649722785787486,0.936521644291966,-0.08236554138621682,0.10718136530323849,-0.06778098092545971,0.28632154880026567
frozenset({'家居'}),frozenset({'运动户外'}),0.2510897777777778,0.1329980148148148,0.0304573037037037,0.12130045266382511,0.9120470920766955,1.0,-0.0029371382810337472,0.9866876429076907,-0.11407724818988672,0.08612748238818689,-0.01349196697455217,0.1751530771681155
frozenset({'运动户外'}),frozenset({'家居'}),0.1329980148148148,0.2510897777777778,0.0304573037037037,0.22900570167240591,0.9120470920766954,1.0,-0.0029371382810337472,0.9713563691025008,-0.10009440449803178,0.08612748238818689,-0.02948828237360998,0.1751530771681155
frozenset({'玩具'}),frozenset({'运动户外'}),0.2003952,0.1329980148148148,0.0242474666666666,0.12099824080949344,0.9097747885783879,1.0,-0.002404697111751175,0.986348407292868,-0.11034219330071206,0.07843377051735087,-0.0138405380960671,0.1516563707608086
frozenset({'运动户外'}),frozenset({'玩具'}),0.1329980148148148,0.2003952,0.0242474666666666,0.18231450071212377,0.909774788578388,1.0,-0.002404697111751175,0.9778879541050651,-0.10264508629050141,0.07843377051735087,-0.022612044459808432,0.1516563707608086
"frozenset({'服装', '食品'})",frozenset({'运动户外'}),0.2226465777777777,0.1329980148148148,0.0258010666666666,0.11588350885149694,0.8713175832951496,1.0,-0.00381048618309009,0.980642250048876,-0.15965478737011515,0.07822214061724782,-0.019739869407175953,0.15493969346488287
"frozenset({'服装', '运动户外'})",frozenset({'食品'}),0.0601825777777777,0.4846506962962963,0.0258010666666666,0.4287132193296246,0.8845818702126165,1.0,-0.003366461558239369,0.902085119314275,-0.1219080791496396,0.04970995305964587,-0.10854283990423817,0.24097481826725373
"frozenset({'食品', '运动户外'})",frozenset({'服装'}),0.0597740148148148,0.4872140740740741,0.0258010666666666,0.4316435284897726,0.8859422407082338,1.0,-0.003321674615023376,0.902225894540023,-0.1204355852396573,0.04950443039939244,-0.10836987283525575,0.2422999265554684
frozenset({'服装'}),"frozenset({'食品', '运动户外'})",0.4872140740740741,0.0597740148148148,0.0258010666666666,0.05295632462116419,0.8859422407082338,1.0,-0.003321674615023376,0.9928010815436538,-0.20067996936622143,0.04950443039939244,-0.00725111866835696,0.2422999265554684
frozenset({'食品'}),"frozenset({'服装', '运动户外'})",0.4846506962962963,0.0601825777777777,0.0258010666666666,0.05323641720488285,0.8845818702126165,1.0,-0.003366461558239369,0.9926632575448373,-0.20203185806600726,0.04970995305964587,-0.007390968084492917,0.24097481826725373
frozenset({'运动户外'}),"frozenset({'服装', '食品'})",0.1329980148148148,0.2226465777777777,0.0258010666666666,0.19399587807826882,0.8713175832951496,1.0,-0.00381048618309009,0.964453407966205,-0.14554916461029552,0.07822214061724782,-0.03685672292739773,0.15493969346488287
"frozenset({'服装', '电子产品'})",frozenset({'运动户外'}),0.2224253629629629,0.1329980148148148,0.0257900444444444,0.11594920696493961,0.8718115614461329,1.0,-0.003792087274094299,0.9807151263431998,-0.15902556303395002,0.07823858158897079,-0.01966409320992925,0.15493110497745158
"frozenset({'服装', '运动户外'})",frozenset({'电子产品'}),0.0601825777777777,0.4842086518518518,0.0257900444444444,0.42853007293362105,0.8850111853530735,1.0,-0.0033508804063025546,0.9025695381661554,-0.12145793826546807,0.0497300144719784,-0.10794787294927341,0.2408961637151678
"frozenset({'电子产品', '运动户外'})",frozenset({'服装'}),0.0597490666666666,0.4872140740740741,0.0257900444444444,0.4316392854858167,0.8859335320025915,1.0,-0.0033205417483456907,0.9022191591201708,-0.12044190380129413,0.04948460430463643,-0.10837814725103313,0.24228649357583748
frozenset({'服装'}),"frozenset({'电子产品', '运动户外'})",0.4872140740740741,0.0597490666666666,0.0257900444444444,0.05293370166585825,0.8859335320025915,1.0,-0.0033205417483456907,0.9928037086603162,-0.20069379372025883,0.04948460430463643,-0.007248453321547726,0.24228649357583748
frozenset({'电子产品'}),"frozenset({'服装', '运动户外'})",0.4842086518518518,0.0601825777777777,0.0257900444444444,0.05326225449671458,0.8850111853530735,1.0,-0.0033508804063025546,0.99269034818361,-0.20121586316399462,0.0497300144719784,-0.007363476264038429,0.2408961637151678
frozenset({'运动户外'}),"frozenset({'服装', '电子产品'})",0.1329980148148148,0.2224253629629629,0.0257900444444444,0.19391300298996356,0.871811561446133,1.0,-0.003792087274094299,0.9646286814217842,-0.14500121436889343,0.07823858158897079,-0.03666832560491713,0.15493110497745158
"frozenset({'食品', '电子产品'})",frozenset({'运动户外'}),0.2212783703703703,0.1329980148148148,0.0256164444444444,0.11576569549734222,0.8704317553802086,1.0,-0.003813139536272183,0.9805115915207961,-0.16047743814917664,0.07794209536674751,-0.019875755317667325,0.1541867079232478
"frozenset({'食品', '运动户外'})",frozenset({'电子产品'}),0.0597740148148148,0.4842086518518518,0.0256164444444444,0.4285548582240363,0.8850623725640422,1.0,-0.003326650684809692,0.9026086853151781,-0.12135791391320663,0.049417657529125615,-0.10789982000983538,0.24072929479685723
"frozenset({'电子产品', '运动户外'})",frozenset({'食品'}),0.0597490666666666,0.4846506962962963,0.0256164444444444,0.42873380076973744,0.884624336756604,1.0,-0.003340982318609395,0.9021176194182281,-0.12181421168676837,0.049377926255602986,-0.1085029030304228,0.24079463962078174
frozenset({'食品'}),"frozenset({'电子产品', '运动户外'})",0.4846506962962963,0.0597490666666666,0.0256164444444444,0.05285547847182606,0.8846243367566041,1.0,-0.003340982318609395,0.9927217145449798,-0.2019647992457033,0.049377926255602986,-0.007331647276755912,0.24079463962078174
frozenset({'电子产品'}),"frozenset({'食品', '运动户外'})",0.4842086518518518,0.0597740148148148,0.0256164444444444,0.05290373136967819,0.8850623725640422,1.0,-0.003326650684809692,0.992745950255857,-0.20113501547803753,0.049417657529125615,-0.007307055488137193,0.24072929479685723
frozenset({'运动户外'}),"frozenset({'食品', '电子产品'})",0.1329980148148148,0.2212783703703703,0.0256164444444444,0.19260772034915333,0.8704317553802084,1.0,-0.003813139536272183,0.9644898140051383,-0.1465315742219115,0.07794209536674751,-0.036817585296626605,0.1541867079232478
